latent_dim,epoch,loss,train_error,validation_error,
4,0,0.07919137924909592,19.487382888793945,14.770662307739258,
4,1,0.001318212365731597,3.601308584213257,15.809825897216797,
4,2,0.0006123191560618579,2.501307249069214,3.0900678634643555,
4,3,0.0005501670530065894,2.371955394744873,2.590672254562378,
4,4,0.000529108103364706,2.3258163928985596,2.8266983032226562,
4,5,0.0005083681899122894,2.278960943222046,3.139822244644165,
4,6,0.00047627105959691107,2.206904411315918,3.415255546569824,
4,7,0.0004298638959880918,2.095947742462158,3.1390442848205566,
4,8,0.0003607983817346394,1.9186522960662842,3.354738235473633,
4,9,0.0002709240943659097,1.6627286672592163,3.6373038291931152,
4,10,0.00017601545550860465,1.3358851671218872,2.9107260704040527,
4,11,9.912719542626292e-05,1.0034029483795166,2.703888416290283,
4,12,6.014615428284742e-05,0.7794676423072815,2.4482970237731934,
4,13,4.5076470996718854e-05,0.6722193956375122,1.3020559549331665,
4,14,3.644283060566522e-05,0.6000607013702393,1.1009539365768433,
4,15,3.11235744447913e-05,0.5462321639060974,2.2728943824768066,
4,16,3.564309372450225e-05,0.585655927658081,0.8575446605682373,
4,17,3.0055331080802716e-05,0.5388696789741516,0.9153781533241272,
4,18,2.5001218091347255e-05,0.495744526386261,1.2411127090454102,
4,19,3.0118044378468767e-05,0.5373586416244507,0.7685267925262451,
4,20,4.02777804993093e-05,0.6287463903427124,1.2559669017791748,
4,21,3.7441634049173445e-05,0.6018427610397339,0.8135378360748291,
4,22,2.5472349079791456e-05,0.49824678897857666,0.7479720115661621,
4,23,2.2529753550770693e-05,0.4687691926956177,0.7276054620742798,
4,24,2.2623878976446576e-05,0.47121351957321167,0.5733441114425659,
4,25,2.810545265674591e-05,0.5246221423149109,1.1742762327194214,
4,26,2.6767093004309572e-05,0.5119065046310425,0.6903966069221497,
4,27,2.2715024897479452e-05,0.4694405794143677,1.1264753341674805,
4,28,2.018227314692922e-05,0.44463035464286804,1.441449761390686,
4,29,2.6497236831346527e-05,0.5059089064598083,0.6151521801948547,
4,30,3.103596100118011e-05,0.5488132238388062,0.953095555305481,
4,31,3.3055825042538345e-05,0.5676529407501221,1.3706459999084473,
4,32,3.128607204416767e-05,0.5523125529289246,1.0303583145141602,
4,33,4.212564817862585e-05,0.6349878311157227,0.701318621635437,
4,34,2.201255483669229e-05,0.45912930369377136,1.245384931564331,
4,35,2.5036621082108468e-05,0.4938214421272278,0.6816868782043457,
4,36,2.3512347979703918e-05,0.4797850251197815,0.7125506401062012,
4,37,1.838705975387711e-05,0.4239650368690491,1.1065504550933838,
4,38,1.9692042769747786e-05,0.43797820806503296,1.3555958271026611,
4,39,1.915292341436725e-05,0.43106406927108765,0.8254294991493225,
4,40,2.220407986897044e-05,0.46264711022377014,0.754831075668335,
4,41,2.826110903697554e-05,0.5180441737174988,0.410474956035614,
4,42,2.0388293705764227e-05,0.44425252079963684,0.9862461686134338,
4,43,2.610621231724508e-05,0.5018289089202881,0.8705406188964844,
4,44,1.6521722500328906e-05,0.403093159198761,0.9411336183547974,
4,45,1.567480285302736e-05,0.3907420039176941,0.7840163707733154,
4,46,1.6587999198236503e-05,0.3982161283493042,1.4916253089904785,
4,47,1.8698083295021206e-05,0.4227045476436615,0.8301569223403931,
4,48,2.0933108316967264e-05,0.4499524235725403,0.559582531452179,
4,49,2.1931469746050425e-05,0.4619947075843811,0.7033589482307434,
4,50,2.0450130250537768e-05,0.44247275590896606,1.4024572372436523,
4,51,2.0397455955389887e-05,0.4422357976436615,1.1215929985046387,
4,52,1.6404790585511364e-05,0.40204766392707825,1.1937130689620972,
4,53,1.8339660527999513e-05,0.42120420932769775,0.7453929781913757,
4,54,1.579755189595744e-05,0.3894679844379425,0.8838717937469482,
4,55,1.5296613128157333e-05,0.38809093832969666,0.7454553246498108,
4,56,1.4321513845061418e-05,0.3739889860153198,0.7617264986038208,
4,57,1.8293631001142785e-05,0.418986439704895,0.7754659056663513,
4,58,1.6310093997162767e-05,0.3997635543346405,0.8836162090301514,
4,59,2.3221198716782965e-05,0.4583383798599243,0.7079914808273315,
4,60,4.1586194129195064e-05,0.6249239444732666,0.68726646900177,
4,61,1.6750038412283175e-05,0.40551531314849854,1.3099820613861084,
4,62,2.2475367586594075e-05,0.4591970145702362,1.4509942531585693,
4,63,1.2351705663604662e-05,0.34269145131111145,1.751439094543457,
4,64,1.763486761774402e-05,0.41014957427978516,1.179740309715271,
4,65,1.2388293725962285e-05,0.3454386591911316,1.3181099891662598,
4,66,2.3378639525617473e-05,0.4590874910354614,0.920118510723114,
4,67,2.501427661627531e-05,0.4606153070926666,1.1474342346191406,
4,68,1.0711189133871812e-05,0.3174345791339874,1.243992567062378,
4,69,7.4268918979214504e-06,0.26608020067214966,1.1921792030334473,
4,70,2.0220217265887186e-05,0.4431307017803192,0.5507289171218872,
4,71,1.2142036212026142e-05,0.3403233289718628,0.9842967987060547,
4,72,1.1596954209380783e-05,0.33701691031455994,1.2229561805725098,
4,73,1.2419817721820436e-05,0.34194216132164,0.9265316724777222,
4,74,1.6214968127314933e-05,0.39198046922683716,1.1284619569778442,
4,75,1.189233262266498e-05,0.3405913710594177,0.9909652471542358,
4,76,9.703909199743066e-06,0.3066267967224121,1.13047194480896,
4,77,1.284354948438704e-05,0.3465145528316498,0.9083285331726074,
4,78,2.6255049306200817e-05,0.5026732087135315,0.553361713886261,
4,79,1.2994453754799906e-05,0.35061773657798767,1.2841720581054688,
4,80,1.325593711953843e-05,0.3590308725833893,1.0025430917739868,
4,81,4.994183200324187e-06,0.21794083714485168,0.27245640754699707,
4,82,4.066308974870481e-06,0.19752469658851624,0.31079864501953125,
4,83,3.6792393984796945e-06,0.18654707074165344,0.275388240814209,
4,84,4.310950771468924e-06,0.20094449818134308,0.3106270432472229,
4,85,4.0102668208419345e-06,0.19585077464580536,0.27159643173217773,
4,86,4.283997441234533e-06,0.20010153949260712,0.302004337310791,
4,87,3.495702458167216e-06,0.18257567286491394,0.26252204179763794,
4,88,4.234719654050423e-06,0.20024234056472778,0.3077223300933838,
4,89,5.772027179773431e-06,0.23431465029716492,0.47729596495628357,
4,90,5.433234036900103e-06,0.2277693748474121,0.38656237721443176,
4,91,5.104530373500893e-06,0.21819613873958588,0.23220735788345337,
4,92,4.418395292304922e-06,0.20455387234687805,0.2929565906524658,
4,93,7.0161822804948315e-06,0.25619247555732727,0.24040520191192627,
4,94,4.137385076319333e-06,0.20162351429462433,0.2745772898197174,
4,95,4.122131940675899e-06,0.1980099081993103,0.35381773114204407,
4,96,4.536453161563259e-06,0.20495012402534485,0.41185659170150757,
4,97,4.412568614498014e-06,0.20753653347492218,0.3134223222732544,
4,98,4.093556071893545e-06,0.19575291872024536,0.45346346497535706,
4,99,3.526427690303535e-06,0.18417760729789734,0.17818748950958252,
4,100,3.671490503620589e-06,0.18590985238552094,0.18144994974136353,
4,101,3.4780273381329607e-06,0.1830015480518341,0.17597009241580963,
4,102,3.6096394069318194e-06,0.18453997373580933,0.1681375503540039,
4,103,3.4144723031204194e-06,0.18043562769889832,0.16389432549476624,
4,104,3.6997948882344645e-06,0.18753984570503235,0.17886686325073242,
4,105,3.4793774830177426e-06,0.18362148106098175,0.17894071340560913,
4,106,3.331820607854752e-06,0.1781318485736847,0.17789605259895325,
4,107,3.4917118227895116e-06,0.1840607225894928,0.1906367838382721,
4,108,3.557176796675776e-06,0.18330693244934082,0.16636206209659576,
4,109,3.581277042030706e-06,0.18258875608444214,0.17116084694862366,
4,110,3.2203811315412167e-06,0.1742587834596634,0.1750899851322174,
4,111,3.1396389204019215e-06,0.17255060374736786,0.1623021364212036,
4,112,3.414478669583332e-06,0.18090060353279114,0.18240681290626526,
4,113,3.307708539068699e-06,0.1784970611333847,0.1685667186975479,
4,114,3.358618187121465e-06,0.18041464686393738,0.18540430068969727,
4,115,3.454735178820556e-06,0.18335221707820892,0.15872925519943237,
4,116,3.1311678867496084e-06,0.1733514964580536,0.1710905134677887,
4,117,3.2621464924886823e-06,0.1762959361076355,0.1632327437400818,
4,118,3.3563080705789616e-06,0.17844122648239136,0.16900135576725006,
4,119,3.435576445554034e-06,0.18199242651462555,0.17703959345817566,
4,120,3.5409766496741213e-06,0.18346847593784332,0.16453653573989868,
4,121,3.4941315334435785e-06,0.18337880074977875,0.16603216528892517,
4,122,3.796383452936425e-06,0.1886318475008011,0.16479632258415222,
4,123,3.43844976669061e-06,0.17993927001953125,0.18291375041007996,
4,124,3.6935493881173898e-06,0.18908005952835083,0.17328929901123047,
4,125,4.057676960655954e-06,0.19434000551700592,0.1896534264087677,
4,126,3.4911752209154656e-06,0.18222442269325256,0.17681384086608887,
4,127,3.507447900119587e-06,0.18364869058132172,0.1714036464691162,
4,128,3.4151998988818377e-06,0.18113023042678833,0.168310284614563,
4,129,3.189507424394833e-06,0.1752074658870697,0.16883334517478943,
4,130,3.6002481920149876e-06,0.18321940302848816,0.1513763666152954,
4,131,3.383399871381698e-06,0.17861628532409668,0.1592065989971161,
4,132,3.5326165743754245e-06,0.1822098046541214,0.1576126217842102,
4,133,3.287875415480812e-06,0.17752115428447723,0.1650092452764511,
4,134,3.208589760106406e-06,0.17540015280246735,0.1649685800075531,
4,135,3.316337597425445e-06,0.17729316651821136,0.1673731952905655,
4,136,3.3849696592369583e-06,0.18070100247859955,0.16800740361213684,
4,137,3.49936226484715e-06,0.18289782106876373,0.17099806666374207,
4,138,3.3174628697452135e-06,0.17784076929092407,0.1589360535144806,
4,139,3.3099142910941737e-06,0.1791769415140152,0.1646687090396881,
4,140,3.6709741380036576e-06,0.18524569272994995,0.16233611106872559,
4,141,3.356908564455807e-06,0.17947891354560852,0.16137295961380005,
4,142,3.5726809528568992e-06,0.18326497077941895,0.17714092135429382,
4,143,3.586124194043805e-06,0.18577495217323303,0.16203610599040985,
4,144,3.1469248824578244e-06,0.1734074205160141,0.1616235375404358,
4,145,3.3673582038318273e-06,0.1786365509033203,0.15637287497520447,
4,146,3.786444267461775e-06,0.18976490199565887,0.1695387214422226,
4,147,3.374165544300922e-06,0.17964348196983337,0.15986108779907227,
4,148,3.301634251329233e-06,0.17670416831970215,0.159464493393898,
4,149,3.398248281882843e-06,0.17819394171237946,0.15588364005088806,
3,0,0.057916704565286636,16.32653045654297,19.403453826904297,
3,1,0.0011140118585899472,3.305311918258667,8.490405082702637,
3,2,0.0005658143782056868,2.4040415287017822,3.2174806594848633,
3,3,0.00047508531133644283,2.203504800796509,3.794736623764038,
3,4,0.0004120706580579281,2.0524075031280518,4.324773788452148,
3,5,0.00034076583688147366,1.8662314414978027,2.260444164276123,
3,6,0.00026021822122856975,1.627951979637146,1.979172706604004,
3,7,0.0001863940997282043,1.3760433197021484,2.3560314178466797,
3,8,0.00012887475895695388,1.14225435256958,1.5071625709533691,
3,9,8.751230780035257e-05,0.9414235353469849,2.4666149616241455,
3,10,5.978695844532922e-05,0.7724536657333374,1.4460492134094238,
3,11,4.630029434338212e-05,0.680557370185852,0.845007061958313,
3,12,4.002615241915919e-05,0.6295434236526489,0.8580260276794434,
3,13,3.347329766256735e-05,0.5750765204429626,1.790947675704956,
3,14,2.9316624932107516e-05,0.5344032049179077,2.18056058883667,
3,15,2.916987614298705e-05,0.5315747261047363,1.0132737159729004,
3,16,3.417388870730065e-05,0.5816168785095215,1.8302268981933594,
3,17,3.2299605663865805e-05,0.5609216094017029,2.4218130111694336,
3,18,3.30307666445151e-05,0.5715093016624451,1.1616716384887695,
3,19,3.4502380003686994e-05,0.5815497636795044,3.745553970336914,
3,20,2.8052345442119986e-05,0.524561882019043,0.7343902587890625,
3,21,2.8063610443496145e-05,0.5252802968025208,0.5225725769996643,
3,22,2.3778266040608287e-05,0.48172762989997864,0.8779717683792114,
3,23,2.9617151085403748e-05,0.5361567139625549,0.6296463012695312,
3,24,2.831210076692514e-05,0.5303940773010254,0.6668636798858643,
3,25,3.323912824271247e-05,0.5674935579299927,1.5946820974349976,
3,26,3.1416642741532996e-05,0.5552063584327698,2.5535478591918945,
3,27,2.7087799026048742e-05,0.5096779465675354,0.6081479787826538,
3,28,2.604196924949065e-05,0.5049256086349487,1.4048391580581665,
3,29,2.36897303693695e-05,0.4760061502456665,1.0017790794372559,
3,30,3.043262222490739e-05,0.5450053215026855,2.659329414367676,
3,31,2.960648635053076e-05,0.539046585559845,2.96054744720459,
3,32,3.269201624789275e-05,0.5678155422210693,0.9581525325775146,
3,33,3.072932668146677e-05,0.5450338125228882,0.8868134021759033,
